ID,DATE,TO,FROM,REASON,SERVER,CHANNEL,QUANT_1,QUANT_1_ID,QUANT_2,QUANT_2_ID,QUANT_3,QUANT_3_ID,AVG QUANT,DUPLICATE ID,DISMISSED,CORRECTION ADD,CORRECTION SUB,CORRECTION COMMENT,FINAL QUANT
1225,01/01/2021-00:00:00,bot10#1415,35,mock reason text,mock server,mock channel,0,2,144,3,144,4,96,,,,,,96
1226,01/01/2021-00:00:00,bot0#683,19,mock reason text,mock server,mock channel,144,1,55,2,0,3,66,,,,,,66
1227,01/01/2021-00:00:00,bot2#1068,20,mock reason text,mock server,mock channel,21,8,55,9,21,0,32,,,,,,32
1228,01/01/2021-00:00:00,bot15#52,14,mock reason text,mock server,mock channel,21,7,21,8,55,9,32,,TRUE,,,,0
1229,01/01/2021-00:00:00,bot4#201,18,mock reason text,mock server,mock channel,0,1,0,2,21,3,7,,,,,,7
1230,01/01/2021-00:00:00,bot0#1676,17,mock reason text,mock server,mock channel,13,9,13,0,13,1,13,,,,,,13
1231,01/01/2021-00:00:00,bot34#1585,37,mock reason text,mock server,mock channel,144,0,21,1,144,2,103,,,,,,103
1232,01/01/2021-00:00:00,bot8#430,21,mock reason text,mock server,mock channel,13,7,13,8,13,9,13,,,,,,13
1233,01/01/2021-00:00:00,bot11#1426,22,mock reason text,mock server,mock channel,0,2,21,3,13,4,11,,,,,,11
1234,01/01/2021-00:00:00,bot12#422,16,mock reason text,mock server,mock channel,21,2,144,3,21,4,62,,,,,,62
1235,01/01/2021-00:00:00,bot12#1043,49,mock reason text,mock server,mock channel,13,3,144,4,55,5,70,,,,,,70
1236,01/01/2021-00:00:00,bot0#614,7,mock reason text,mock server,mock channel,13,2,13,3,13,4,13,,,,,,13
1237,01/01/2021-00:00:00,bot20#793,48,mock reason text,mock server,mock channel,0,6,144,7,0,8,48,,,,,,48
1238,01/01/2021-00:00:00,bot10#1979,11,mock reason text,mock server,mock channel,144,6,21,7,0,8,55,,,,,,55
1239,01/01/2021-00:00:00,bot4#902,33,mock reason text,mock server,mock channel,21,6,13,7,0,8,11,,,,,,11
1240,01/01/2021-00:00:00,bot4#664,47,mock reason text,mock server,mock channel,21,2,21,3,55,4,32,,,,,,32
1241,01/01/2021-00:00:00,bot0#976,20,mock reason text,mock server,mock channel,21,1,21,2,55,3,32,,,,,,32
1242,01/01/2021-00:00:00,bot0#1898,37,mock reason text,mock server,mock channel,144,5,13,6,144,7,100,,,,,,100
1243,01/01/2021-00:00:00,bot5#644,19,mock reason text,mock server,mock channel,21,5,21,6,21,7,21,,,,,,21
1244,01/01/2021-00:00:00,bot30#53,22,mock reason text,mock server,mock channel,21,8,21,9,55,0,32,,,,,,32
1245,01/01/2021-00:00:00,bot48#1170,31,mock reason text,mock server,mock channel,13,6,13,7,13,8,13,2484,,,,,0
1246,01/01/2021-00:00:00,bot4#1010,5,mock reason text,mock server,mock channel,21,7,21,8,21,9,21,1927,,,,,0
1247,01/01/2021-00:00:00,bot1#347,13,mock reason text,mock server,mock channel,144,3,0,4,55,5,66,,,,,,66
1248,01/01/2021-00:00:00,bot15#1390,33,mock reason text,mock server,mock channel,55,2,144,3,21,4,73,,,,,,73
1249,01/01/2021-00:00:00,bot3#563,45,mock reason text,mock server,mock channel,144,4,144,5,144,6,144,,,,,,144
1250,01/01/2021-00:00:00,bot1#1599,40,mock reason text,mock server,mock channel,0,0,13,1,13,2,8,,,,,,8
1251,01/01/2021-00:00:00,bot0#1847,22,mock reason text,mock server,mock channel,0,9,55,0,0,1,18,,,,,,18
1252,01/01/2021-00:00:00,bot0#1184,27,mock reason text,mock server,mock channel,144,4,55,5,55,6,84,,,,,,84
1253,01/01/2021-00:00:00,bot32#1708,23,mock reason text,mock server,mock channel,21,2,21,3,21,4,21,,,,18,substraction comment,3
1254,01/01/2021-00:00:00,bot15#1833,30,mock reason text,mock server,mock channel,55,6,21,7,21,8,32,,,,,,32
1255,01/01/2021-00:00:00,bot41#1861,16,mock reason text,mock server,mock channel,144,6,144,7,13,8,100,,,,,,100
1256,01/01/2021-00:00:00,bot41#1087,9,mock reason text,mock server,mock channel,21,1,13,2,21,3,18,,,,,,18
1257,01/01/2021-00:00:00,bot11#675,21,mock reason text,mock server,mock channel,55,7,0,8,55,9,36,,,,,,36
1258,01/01/2021-00:00:00,bot1#1955,33,mock reason text,mock server,mock channel,55,9,13,0,21,1,29,,,,,,29
1259,01/01/2021-00:00:00,bot1#87,21,mock reason text,mock server,mock channel,21,8,55,9,21,0,32,,,,,,32
1260,01/01/2021-00:00:00,bot36#1565,24,mock reason text,mock server,mock channel,0,1,0,2,0,3,0,,,,,,0
1261,01/01/2021-00:00:00,bot2#1369,9,mock reason text,mock server,mock channel,21,5,55,6,21,7,32,,,,,,32
1262,01/01/2021-00:00:00,bot2#307,44,mock reason text,mock server,mock channel,144,7,0,8,0,9,48,,,,,,48
1263,01/01/2021-00:00:00,bot15#951,42,mock reason text,mock server,mock channel,13,3,13,4,13,5,13,,,,,,13
1264,01/01/2021-00:00:00,bot12#1595,2,mock reason text,mock server,mock channel,144,8,144,9,144,0,144,,,,,,144
1265,01/01/2021-00:00:00,bot2#818,28,mock reason text,mock server,mock channel,55,7,0,8,144,9,66,,,,,,66
1266,01/01/2021-00:00:00,bot2#1700,7,mock reason text,mock server,mock channel,55,2,55,3,21,4,43,,,,,,43
1267,01/01/2021-00:00:00,bot2#618,29,mock reason text,mock server,mock channel,21,0,21,1,21,2,21,,,,,,21
1268,01/01/2021-00:00:00,bot12#157,17,mock reason text,mock server,mock channel,13,8,0,9,144,0,52,,,,,,52
1269,01/01/2021-00:00:00,bot10#1511,3,mock reason text,mock server,mock channel,21,0,21,1,55,2,32,,,,,,32
1270,01/01/2021-00:00:00,bot29#585,16,mock reason text,mock server,mock channel,21,1,21,2,55,3,32,,TRUE,,,,0
1271,01/01/2021-00:00:00,bot2#349,40,mock reason text,mock server,mock channel,0,0,13,1,144,2,52,,,,,,52
1272,01/01/2021-00:00:00,bot0#702,36,mock reason text,mock server,mock channel,55,1,55,2,21,3,43,,,,8,substraction comment,35
1273,01/01/2021-00:00:00,bot11#1002,7,mock reason text,mock server,mock channel,144,2,0,3,0,4,48,,,,,,48
1274,01/01/2021-00:00:00,bot17#1912,1,mock reason text,mock server,mock channel,55,1,21,2,55,3,43,,,,,,43
1275,01/01/2021-00:00:00,bot15#1148,13,mock reason text,mock server,mock channel,144,3,55,4,55,5,84,,,,,,84
1276,01/01/2021-00:00:00,bot15#1975,49,mock reason text,mock server,mock channel,21,1,144,2,0,3,55,,,,,,55
1277,01/01/2021-00:00:00,bot17#1788,25,mock reason text,mock server,mock channel,13,4,0,5,21,6,11,,,,,,11
1278,01/01/2021-00:00:00,bot12#540,16,mock reason text,mock server,mock channel,55,1,55,2,21,3,43,,,,,,43
1279,01/01/2021-00:00:00,bot17#1873,14,mock reason text,mock server,mock channel,0,4,55,5,144,6,66,,,,,,66
1280,01/01/2021-00:00:00,bot11#1425,33,mock reason text,mock server,mock channel,13,7,0,8,13,9,8,,,,,,8
1281,01/01/2021-00:00:00,bot32#755,31,mock reason text,mock server,mock channel,0,9,21,0,144,1,55,,,,,,55
1282,01/01/2021-00:00:00,bot1#1507,26,mock reason text,mock server,mock channel,0,8,144,9,13,0,52,,,,,,52
1283,01/01/2021-00:00:00,bot2#1222,22,mock reason text,mock server,mock channel,13,5,13,6,21,7,15,,,,,,15
1284,01/01/2021-00:00:00,bot5#1251,8,mock reason text,mock server,mock channel,144,5,13,6,55,7,70,,,,,,70
1285,01/01/2021-00:00:00,bot5#1655,37,mock reason text,mock server,mock channel,55,6,55,7,144,8,84,,,,,,84
1286,01/01/2021-00:00:00,bot23#745,7,mock reason text,mock server,mock channel,0,9,144,0,13,1,52,,,,15,substraction comment,37
1287,01/01/2021-00:00:00,bot30#1832,5,mock reason text,mock server,mock channel,55,0,0,1,21,2,25,,,,,,25
1288,01/01/2021-00:00:00,bot29#32,3,mock reason text,mock server,mock channel,0,5,21,6,0,7,7,,,,,,7
1289,01/01/2021-00:00:00,bot7#605,43,mock reason text,mock server,mock channel,144,1,0,2,144,3,96,,,,,,96
1290,01/01/2021-00:00:00,bot12#1137,45,mock reason text,mock server,mock channel,13,5,0,6,144,7,52,,,,,,52
1291,01/01/2021-00:00:00,bot5#1407,15,mock reason text,mock server,mock channel,144,6,21,7,21,8,62,,,,,,62
1292,01/01/2021-00:00:00,bot29#374,20,mock reason text,mock server,mock channel,13,6,13,7,13,8,13,,,,,,13
1293,01/01/2021-00:00:00,bot41#790,23,mock reason text,mock server,mock channel,55,4,55,5,55,6,55,,,,,,55
1294,01/01/2021-00:00:00,bot41#38,47,mock reason text,mock server,mock channel,21,5,0,6,13,7,11,,,,,,11
1295,01/01/2021-00:00:00,bot41#1022,23,mock reason text,mock server,mock channel,144,0,144,1,21,2,103,,,,,,103
1296,01/01/2021-00:00:00,bot0#1816,3,mock reason text,mock server,mock channel,144,1,21,2,0,3,55,,,,,,55
1297,01/01/2021-00:00:00,bot10#1395,4,mock reason text,mock server,mock channel,0,1,0,2,0,3,0,,,,,,0
1298,01/01/2021-00:00:00,bot1#880,24,mock reason text,mock server,mock channel,144,1,0,2,144,3,96,,,,,,96
1299,01/01/2021-00:00:00,bot22#1845,25,mock reason text,mock server,mock channel,55,0,21,1,55,2,43,,,,,,43
1300,01/01/2021-00:00:00,bot23#1883,27,mock reason text,mock server,mock channel,0,9,0,0,13,1,4,,,2,,addition comment,6
1301,01/01/2021-00:00:00,bot14#424,39,mock reason text,mock server,mock channel,0,2,21,3,0,4,7,,,,,,7
1302,01/01/2021-00:00:00,bot15#1558,42,mock reason text,mock server,mock channel,0,5,0,6,13,7,4,,,,,,4
1303,01/01/2021-00:00:00,bot12#1160,10,mock reason text,mock server,mock channel,21,3,0,4,144,5,55,,,,,,55
1304,01/01/2021-00:00:00,bot41#1830,32,mock reason text,mock server,mock channel,144,9,55,0,0,1,66,,,,,,66
1305,01/01/2021-00:00:00,bot8#985,9,mock reason text,mock server,mock channel,55,9,0,0,144,1,66,,,,,,66
1306,01/01/2021-00:00:00,bot20#726,39,mock reason text,mock server,mock channel,21,6,13,7,0,8,11,,,,8,substraction comment,3
1307,01/01/2021-00:00:00,bot5#558,12,mock reason text,mock server,mock channel,0,0,55,1,55,2,36,,,,,,36
1308,01/01/2021-00:00:00,bot0#425,39,mock reason text,mock server,mock channel,13,7,55,8,0,9,22,,TRUE,,,,0
1309,01/01/2021-00:00:00,bot1#389,14,mock reason text,mock server,mock channel,0,3,13,4,21,5,11,,,,,,11
1310,01/01/2021-00:00:00,bot0#688,22,mock reason text,mock server,mock channel,55,3,21,4,0,5,25,,,,14,substraction comment,11
1311,01/01/2021-00:00:00,bot48#1974,25,mock reason text,mock server,mock channel,55,2,21,3,144,4,73,,,,,,73
1312,01/01/2021-00:00:00,bot36#1736,49,mock reason text,mock server,mock channel,13,9,13,0,55,1,27,,,,,,27
1313,01/01/2021-00:00:00,bot30#1747,47,mock reason text,mock server,mock channel,55,4,55,5,55,6,55,,,,,,55
1314,01/01/2021-00:00:00,bot48#155,2,mock reason text,mock server,mock channel,0,6,144,7,13,8,52,,,,,,52
1315,01/01/2021-00:00:00,bot30#925,39,mock reason text,mock server,mock channel,55,2,21,3,144,4,73,,,,,,73
1316,01/01/2021-00:00:00,bot5#967,26,mock reason text,mock server,mock channel,13,2,13,3,13,4,13,,,6,,addition comment,19
1317,01/01/2021-00:00:00,bot2#814,25,mock reason text,mock server,mock channel,21,5,21,6,21,7,21,,,,,,21
1318,01/01/2021-00:00:00,bot7#1958,5,mock reason text,mock server,mock channel,55,8,55,9,55,0,55,,,,,,55
1319,01/01/2021-00:00:00,bot23#900,18,mock reason text,mock server,mock channel,144,1,0,2,144,3,96,,,,,,96
1320,01/01/2021-00:00:00,bot0#646,28,mock reason text,mock server,mock channel,55,3,144,4,55,5,84,,,,,,84
1321,01/01/2021-00:00:00,bot10#554,49,mock reason text,mock server,mock channel,55,6,55,7,144,8,84,,,,,,84
1322,01/01/2021-00:00:00,bot48#1973,33,mock reason text,mock server,mock channel,55,6,55,7,55,8,55,,,,,,55
1323,01/01/2021-00:00:00,bot15#540,39,mock reason text,mock server,mock channel,0,6,0,7,0,8,0,,TRUE,,,,0
1324,01/01/2021-00:00:00,bot12#1060,48,mock reason text,mock server,mock channel,55,9,0,0,55,1,36,,,,,,36
1325,01/01/2021-00:00:00,bot15#1395,5,mock reason text,mock server,mock channel,55,9,21,0,55,1,43,,,,,,43
1326,01/01/2021-00:00:00,bot2#676,39,mock reason text,mock server,mock channel,0,3,0,4,0,5,0,,,,,,0
1327,01/01/2021-00:00:00,bot32#1923,13,mock reason text,mock server,mock channel,13,7,21,8,13,9,15,,,,,,15
1328,01/01/2021-00:00:00,bot30#1234,2,mock reason text,mock server,mock channel,55,5,21,6,21,7,32,,,,,,32
1329,01/01/2021-00:00:00,bot14#887,9,mock reason text,mock server,mock channel,0,5,144,6,144,7,96,,,,,,96
1330,01/01/2021-00:00:00,bot5#150,34,mock reason text,mock server,mock channel,144,8,144,9,144,0,144,,,,,,144
1331,01/01/2021-00:00:00,bot11#397,23,mock reason text,mock server,mock channel,13,7,21,8,13,9,15,,,,,,15
1332,01/01/2021-00:00:00,bot17#1623,46,mock reason text,mock server,mock channel,13,3,13,4,13,5,13,,,,,,13
1333,01/01/2021-00:00:00,bot4#1601,26,mock reason text,mock server,mock channel,13,2,0,3,21,4,11,,,,,,11
1334,01/01/2021-00:00:00,bot4#1266,14,mock reason text,mock server,mock channel,55,6,55,7,21,8,43,,,,,,43
1335,01/01/2021-00:00:00,bot6#1744,43,mock reason text,mock server,mock channel,55,9,55,0,0,1,36,,,,,,36
1336,01/01/2021-00:00:00,bot4#303,14,mock reason text,mock server,mock channel,0,5,0,6,0,7,0,,,,,,0
1337,01/01/2021-00:00:00,bot7#1587,44,mock reason text,mock server,mock channel,0,3,13,4,13,5,8,,,,,,8
1338,01/01/2021-00:00:00,bot8#108,41,mock reason text,mock server,mock channel,55,2,55,3,13,4,41,,,,,,41
1339,01/01/2021-00:00:00,bot4#1395,8,mock reason text,mock server,mock channel,21,1,55,2,21,3,32,,,,,,32
1340,01/01/2021-00:00:00,bot48#1709,31,mock reason text,mock server,mock channel,21,4,13,5,21,6,18,,,,,,18
1341,01/01/2021-00:00:00,bot1#1311,38,mock reason text,mock server,mock channel,55,5,55,6,13,7,41,,,,,,41
1342,01/01/2021-00:00:00,bot23#406,38,mock reason text,mock server,mock channel,144,2,13,3,55,4,70,,,,,,70
1343,01/01/2021-00:00:00,bot1#1496,22,mock reason text,mock server,mock channel,0,5,0,6,13,7,4,,,,3,substraction comment,1
1344,01/01/2021-00:00:00,bot15#1236,39,mock reason text,mock server,mock channel,0,3,0,4,21,5,7,,,,,,7
1345,01/01/2021-00:00:00,bot30#18,47,mock reason text,mock server,mock channel,55,4,0,5,144,6,66,,,,,,66
1346,01/01/2021-00:00:00,bot14#513,7,mock reason text,mock server,mock channel,13,8,13,9,13,0,13,,,,,,13
1347,01/01/2021-00:00:00,bot4#1065,37,mock reason text,mock server,mock channel,0,7,144,8,21,9,55,,,,,,55
1348,01/01/2021-00:00:00,bot12#1865,40,mock reason text,mock server,mock channel,55,8,13,9,13,0,27,,,,,,27
1349,01/01/2021-00:00:00,bot15#784,37,mock reason text,mock server,mock channel,21,5,55,6,21,7,32,,,,,,32
1350,01/01/2021-00:00:00,bot22#1379,16,mock reason text,mock server,mock channel,21,1,144,2,55,3,73,1309,,,,,0
1351,01/01/2021-00:00:00,bot2#302,23,mock reason text,mock server,mock channel,144,1,55,2,55,3,84,,,,,,84
1352,01/01/2021-00:00:00,bot2#1448,41,mock reason text,mock server,mock channel,0,7,55,8,0,9,18,,,,,,18
1353,01/01/2021-00:00:00,bot22#163,42,mock reason text,mock server,mock channel,13,5,21,6,55,7,29,,,,,,29
1354,01/01/2021-00:00:00,bot2#1696,17,mock reason text,mock server,mock channel,55,5,0,6,144,7,66,,,,,,66
1355,01/01/2021-00:00:00,bot10#1539,8,mock reason text,mock server,mock channel,13,4,21,5,13,6,15,1441,,,,,0
1356,01/01/2021-00:00:00,bot41#629,20,mock reason text,mock server,mock channel,21,1,21,2,55,3,32,,,,,,32
1357,01/01/2021-00:00:00,bot0#1888,0,mock reason text,mock server,mock channel,144,3,144,4,144,5,144,,,,,,144
1358,01/01/2021-00:00:00,bot2#1439,48,mock reason text,mock server,mock channel,13,6,21,7,13,8,15,,,,,,15
1359,01/01/2021-00:00:00,bot0#663,19,mock reason text,mock server,mock channel,55,4,21,5,21,6,32,,,,,,32
1360,01/01/2021-00:00:00,bot12#1704,12,mock reason text,mock server,mock channel,13,7,0,8,0,9,4,,,,,,4
1361,01/01/2021-00:00:00,bot4#409,6,mock reason text,mock server,mock channel,144,8,55,9,144,0,114,,,,,,114
1362,01/01/2021-00:00:00,bot17#1870,18,mock reason text,mock server,mock channel,13,1,13,2,21,3,15,,,,,,15
1363,01/01/2021-00:00:00,bot12#920,37,mock reason text,mock server,mock channel,55,2,55,3,21,4,43,,,,,,43
1364,01/01/2021-00:00:00,bot36#1607,18,mock reason text,mock server,mock channel,0,6,0,7,0,8,0,,,,,,0
1365,01/01/2021-00:00:00,bot30#241,49,mock reason text,mock server,mock channel,13,4,13,5,0,6,8,,,,,,8
1366,01/01/2021-00:00:00,bot2#1162,49,mock reason text,mock server,mock channel,13,9,13,0,0,1,8,,,,,,8
1367,01/01/2021-00:00:00,bot41#940,23,mock reason text,mock server,mock channel,0,8,144,9,21,0,55,,,,,,55
1368,01/01/2021-00:00:00,bot2#19,26,mock reason text,mock server,mock channel,0,1,13,2,13,3,8,,,,,,8
1369,01/01/2021-00:00:00,bot41#1014,12,mock reason text,mock server,mock channel,55,4,55,5,55,6,55,,,,,,55
1370,01/01/2021-00:00:00,bot8#1706,3,mock reason text,mock server,mock channel,55,1,0,2,55,3,36,,,,,,36
1371,01/01/2021-00:00:00,bot10#586,4,mock reason text,mock server,mock channel,21,1,55,2,13,3,29,,,,,,29
1372,01/01/2021-00:00:00,bot2#307,12,mock reason text,mock server,mock channel,13,2,21,3,0,4,11,,,,,,11
1373,01/01/2021-00:00:00,bot17#385,42,mock reason text,mock server,mock channel,13,1,13,2,0,3,8,,,,,,8
1374,01/01/2021-00:00:00,bot32#519,0,mock reason text,mock server,mock channel,21,8,13,9,144,0,59,,,,,,59
1375,01/01/2021-00:00:00,bot0#1611,48,mock reason text,mock server,mock channel,55,4,21,5,55,6,43,,,,,,43
1376,01/01/2021-00:00:00,bot10#578,28,mock reason text,mock server,mock channel,0,1,0,2,0,3,0,,,,,,0
1377,01/01/2021-00:00:00,bot41#995,6,mock reason text,mock server,mock channel,21,2,21,3,55,4,32,,,,,,32
1378,01/01/2021-00:00:00,bot0#1147,42,mock reason text,mock server,mock channel,55,3,21,4,144,5,73,,,,,,73
1379,01/01/2021-00:00:00,bot15#1849,8,mock reason text,mock server,mock channel,13,3,21,4,0,5,11,,,,,,11
1380,01/01/2021-00:00:00,bot15#89,8,mock reason text,mock server,mock channel,55,4,55,5,21,6,43,,,,,,43
1381,01/01/2021-00:00:00,bot29#421,35,mock reason text,mock server,mock channel,144,5,13,6,0,7,52,,,,,,52
1382,01/01/2021-00:00:00,bot17#767,20,mock reason text,mock server,mock channel,0,2,144,3,0,4,48,,,,26,substraction comment,22
1383,01/01/2021-00:00:00,bot36#1991,0,mock reason text,mock server,mock channel,0,0,13,1,13,2,8,,,,,,8
1384,01/01/2021-00:00:00,bot20#67,17,mock reason text,mock server,mock channel,144,3,144,4,144,5,144,,,,,,144
1385,01/01/2021-00:00:00,bot11#180,45,mock reason text,mock server,mock channel,21,1,13,2,21,3,18,,,,,,18
1386,01/01/2021-00:00:00,bot10#386,37,mock reason text,mock server,mock channel,55,5,21,6,0,7,25,,,,,,25
1387,01/01/2021-00:00:00,bot15#1098,28,mock reason text,mock server,mock channel,21,9,13,0,21,1,18,,,,,,18
1388,01/01/2021-00:00:00,bot20#567,31,mock reason text,mock server,mock channel,21,5,21,6,55,7,32,,,,,,32
1389,01/01/2021-00:00:00,bot22#1255,2,mock reason text,mock server,mock channel,0,0,0,1,0,2,0,,,,,,0
1390,01/01/2021-00:00:00,bot20#1605,16,mock reason text,mock server,mock channel,144,5,144,6,144,7,144,,,,,,144
1391,01/01/2021-00:00:00,bot0#1280,5,mock reason text,mock server,mock channel,144,4,0,5,55,6,66,,,,,,66
1392,01/01/2021-00:00:00,bot48#79,0,mock reason text,mock server,mock channel,55,3,55,4,144,5,84,,,,,,84
1393,01/01/2021-00:00:00,bot2#1701,34,mock reason text,mock server,mock channel,0,3,0,4,0,5,0,,,,,,0
1394,01/01/2021-00:00:00,bot10#205,43,mock reason text,mock server,mock channel,13,1,13,2,21,3,15,,,,,,15
1395,01/01/2021-00:00:00,bot1#1925,48,mock reason text,mock server,mock channel,21,9,21,0,144,1,62,,,,,,62
1396,01/01/2021-00:00:00,bot41#1431,28,mock reason text,mock server,mock channel,0,4,0,5,21,6,7,,,,,,7
1397,01/01/2021-00:00:00,bot0#1062,23,mock reason text,mock server,mock channel,13,8,13,9,21,0,15,,,,,,15
1398,01/01/2021-00:00:00,bot12#1600,3,mock reason text,mock server,mock channel,13,4,13,5,13,6,13,,,,,,13
1399,01/01/2021-00:00:00,bot6#903,44,mock reason text,mock server,mock channel,13,0,0,1,13,2,8,,,,,,8
1400,01/01/2021-00:00:00,bot22#1122,22,mock reason text,mock server,mock channel,0,8,55,9,55,0,36,,,,,,36
1401,01/01/2021-00:00:00,bot11#1800,5,mock reason text,mock server,mock channel,144,3,144,4,0,5,96,,,,,,96
1402,01/01/2021-00:00:00,bot12#491,5,mock reason text,mock server,mock channel,13,3,13,4,0,5,8,,,,,,8
1403,01/01/2021-00:00:00,bot0#1376,42,mock reason text,mock server,mock channel,55,3,55,4,55,5,55,,,,,,55
1404,01/01/2021-00:00:00,bot10#553,17,mock reason text,mock server,mock channel,13,6,55,7,0,8,22,,,,,,22
1405,01/01/2021-00:00:00,bot3#1064,15,mock reason text,mock server,mock channel,13,6,13,7,144,8,56,,,,,,56
1406,01/01/2021-00:00:00,bot2#427,26,mock reason text,mock server,mock channel,13,1,0,2,55,3,22,,,,,,22
1407,01/01/2021-00:00:00,bot0#806,40,mock reason text,mock server,mock channel,55,8,0,9,21,0,25,,,,,,25
1408,01/01/2021-00:00:00,bot4#968,45,mock reason text,mock server,mock channel,55,6,55,7,55,8,55,,,,,,55
1409,01/01/2021-00:00:00,bot32#1078,17,mock reason text,mock server,mock channel,21,5,21,6,21,7,21,,,,,,21
1410,01/01/2021-00:00:00,bot11#1223,3,mock reason text,mock server,mock channel,0,6,0,7,144,8,48,,,,,,48
1411,01/01/2021-00:00:00,bot12#82,23,mock reason text,mock server,mock channel,21,7,21,8,21,9,21,,TRUE,,,,0
1412,01/01/2021-00:00:00,bot34#1932,42,mock reason text,mock server,mock channel,0,6,0,7,0,8,0,,,,,,0
1413,01/01/2021-00:00:00,bot1#842,41,mock reason text,mock server,mock channel,13,7,13,8,144,9,56,,,,,,56
1414,01/01/2021-00:00:00,bot12#1145,7,mock reason text,mock server,mock channel,0,1,144,2,13,3,52,,,,,,52
1415,01/01/2021-00:00:00,bot12#651,33,mock reason text,mock server,mock channel,21,9,0,0,13,1,11,,,,,,11
1416,01/01/2021-00:00:00,bot48#1755,27,mock reason text,mock server,mock channel,55,4,0,5,0,6,18,,,,,,18
1417,01/01/2021-00:00:00,bot0#11,47,mock reason text,mock server,mock channel,144,3,144,4,55,5,114,,,,,,114
1418,01/01/2021-00:00:00,bot2#51,28,mock reason text,mock server,mock channel,144,6,0,7,21,8,55,,,,,,55
1419,01/01/2021-00:00:00,bot30#81,43,mock reason text,mock server,mock channel,21,9,21,0,21,1,21,,,,,,21
1420,01/01/2021-00:00:00,bot7#1113,27,mock reason text,mock server,mock channel,13,6,144,7,0,8,52,1121,,,,,0
1421,01/01/2021-00:00:00,bot12#1960,32,mock reason text,mock server,mock channel,13,5,21,6,13,7,15,,,,,,15
1422,01/01/2021-00:00:00,bot5#1369,41,mock reason text,mock server,mock channel,55,3,144,4,21,5,73,,,,,,73
1423,01/01/2021-00:00:00,bot2#935,35,mock reason text,mock server,mock channel,144,7,55,8,144,9,114,,,,,,114
1424,01/01/2021-00:00:00,bot9#1572,40,mock reason text,mock server,mock channel,0,1,144,2,0,3,48,,,,,,48
1425,01/01/2021-00:00:00,bot8#1504,29,mock reason text,mock server,mock channel,0,0,144,1,144,2,96,,,,,,96
1426,01/01/2021-00:00:00,bot5#680,30,mock reason text,mock server,mock channel,13,0,13,1,144,2,56,,,,,,56
1427,01/01/2021-00:00:00,bot11#1369,46,mock reason text,mock server,mock channel,21,7,55,8,21,9,32,,,,,,32
1428,01/01/2021-00:00:00,bot0#1257,22,mock reason text,mock server,mock channel,55,2,0,3,55,4,36,,,,,,36
1429,01/01/2021-00:00:00,bot7#956,1,mock reason text,mock server,mock channel,21,6,13,7,21,8,18,,,,,,18
1430,01/01/2021-00:00:00,bot4#1473,4,mock reason text,mock server,mock channel,55,4,13,5,144,6,70,,,,,,70
1431,01/01/2021-00:00:00,bot2#1719,7,mock reason text,mock server,mock channel,144,6,0,7,13,8,52,,,,,,52
1432,01/01/2021-00:00:00,bot20#1106,5,mock reason text,mock server,mock channel,144,5,0,6,55,7,66,,,,,,66
1433,01/01/2021-00:00:00,bot0#621,33,mock reason text,mock server,mock channel,55,3,13,4,144,5,70,,,,,,70
1434,01/01/2021-00:00:00,bot11#24,0,mock reason text,mock server,mock channel,21,3,0,4,55,5,25,,,,,,25
1435,01/01/2021-00:00:00,bot29#1461,25,mock reason text,mock server,mock channel,144,9,0,0,13,1,52,,,,,,52
1436,01/01/2021-00:00:00,bot1#1801,36,mock reason text,mock server,mock channel,144,7,55,8,13,9,70,,,,,,70
1437,01/01/2021-00:00:00,bot2#741,16,mock reason text,mock server,mock channel,13,5,0,6,144,7,52,,,,,,52
1438,01/01/2021-00:00:00,bot10#752,22,mock reason text,mock server,mock channel,144,7,144,8,0,9,96,,,,,,96
1439,01/01/2021-00:00:00,bot14#1475,30,mock reason text,mock server,mock channel,55,7,55,8,144,9,84,,,,,,84
1440,01/01/2021-00:00:00,bot32#395,43,mock reason text,mock server,mock channel,13,9,55,0,21,1,29,,,,,,29
1441,01/01/2021-00:00:00,bot7#1538,31,mock reason text,mock server,mock channel,21,4,21,5,144,6,62,,,,,,62
1442,01/01/2021-00:00:00,bot0#605,25,mock reason text,mock server,mock channel,13,8,21,9,21,0,18,,,,,,18
1443,01/01/2021-00:00:00,bot48#1744,38,mock reason text,mock server,mock channel,21,0,55,1,21,2,32,,,22,,addition comment,54
1444,01/01/2021-00:00:00,bot0#349,18,mock reason text,mock server,mock channel,144,5,144,6,0,7,96,,,,,,96
1445,01/01/2021-00:00:00,bot0#1645,0,mock reason text,mock server,mock channel,55,1,144,2,21,3,73,,,,,,73
1446,01/01/2021-00:00:00,bot15#1668,20,mock reason text,mock server,mock channel,21,3,0,4,0,5,7,,,,,,7
1447,01/01/2021-00:00:00,bot23#463,14,mock reason text,mock server,mock channel,55,7,55,8,55,9,55,,,,,,55
1448,01/01/2021-00:00:00,bot4#1184,20,mock reason text,mock server,mock channel,144,6,144,7,55,8,114,1139,,,,,0
1449,01/01/2021-00:00:00,bot23#1797,11,mock reason text,mock server,mock channel,0,3,0,4,144,5,48,,,,,,48
1450,01/01/2021-00:00:00,bot4#232,11,mock reason text,mock server,mock channel,55,2,55,3,144,4,84,,,,,,84
1451,01/01/2021-00:00:00,bot8#276,22,mock reason text,mock server,mock channel,144,8,21,9,144,0,103,,,,,,103
